gene_id	gene_symbol	description	category	log2FoldChange	pvalue	padj	significant
MMAR_1066	mmp_1066	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1066	Background_Genome	-0.2237	1.1451e-03	3.8063e-03	NO
MMAR_0518	mmp_518	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0518	Background_Genome	0.4755	1.1977e-03	3.9703e-03	NO
MMAR_0390	mmp_390	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0390	Background_Genome	-0.2274	1.2240e-03	4.0464e-03	NO
MMAR_0637	mmp_637	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0637	Background_Genome	-0.3821	1.2294e-03	4.0531e-03	NO
MMAR_0427	mmp_427	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0427	Background_Genome	0.1445	1.2448e-03	4.0923e-03	NO
MMAR_5439	esxA	6 kDa early secretory antigenic target ESAT-6	ESX_Secretion	-0.3051	1.2573e-03	4.1224e-03	NO
MMAR_0273	mmp_273	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0273	Background_Genome	-0.2403	1.2644e-03	4.1344e-03	NO
MMAR_0787	mmp_787	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0787	Background_Genome	0.4163	1.2737e-03	4.1533e-03	NO
MMAR_0655	mmp_655	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0655	Background_Genome	0.4837	1.2843e-03	4.1764e-03	NO
MMAR_0120	mmp_120	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0120	Background_Genome	0.1277	1.3157e-03	4.2455e-03	NO
MMAR_0212	mmp_212	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0212	Background_Genome	0.2566	1.3130e-03	4.2455e-03	NO
MMAR_0257	mmp_257	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0257	Background_Genome	-0.1681	1.3161e-03	4.2455e-03	NO
MMAR_0358	mmp_358	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0358	Background_Genome	-0.3544	1.3635e-03	4.3865e-03	NO
MMAR_1536	kasB	Beta-ketoacyl-ACP synthase KasB (meromycolate maturation)	Cell_Wall_Lipids	-0.3214	1.4050e-03	4.5080e-03	NO
MMAR_0511	mmp_511	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0511	Background_Genome	-0.4014	1.4121e-03	4.5189e-03	NO
MMAR_0086	mmp_86	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0086	Background_Genome	-0.1857	1.4207e-03	4.5341e-03	NO
MMAR_0883	mmp_883	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0883	Background_Genome	-0.2409	1.4656e-03	4.6650e-03	NO
MMAR_0570	mmp_570	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0570	Background_Genome	0.3012	1.5119e-03	4.7998e-03	NO
MMAR_0661	mmp_661	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0661	Background_Genome	-0.2712	1.5220e-03	4.8191e-03	NO
MMAR_1174	mmp_1174	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1174	Background_Genome	0.2912	1.5366e-03	4.8524e-03	NO
MMAR_0288	mmp_288	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0288	Background_Genome	0.2841	1.5549e-03	4.8972e-03	NO
MMAR_0462	mmp_462	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0462	Background_Genome	-0.2788	1.5619e-03	4.9066e-03	NO
MMAR_0155	mmp_155	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0155	Background_Genome	0.4421	1.5966e-03	5.0023e-03	NO
MMAR_0937	mmp_937	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0937	Background_Genome	0.2630	1.6637e-03	5.1990e-03	NO
MMAR_0622	mmp_622	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0622	Background_Genome	-0.2649	1.6916e-03	5.2589e-03	NO
MMAR_0835	mmp_835	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0835	Background_Genome	0.2391	1.6889e-03	5.2589e-03	NO
MMAR_0613	mmp_613	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0613	Background_Genome	0.2561	1.6999e-03	5.2711e-03	NO
MMAR_1123	mmp_1123	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1123	Background_Genome	0.2645	1.7778e-03	5.4982e-03	NO
MMAR_0296	mmp_296	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0296	Background_Genome	-0.3269	1.7870e-03	5.5005e-03	NO
MMAR_1064	mmp_1064	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1064	Background_Genome	-0.3892	1.7877e-03	5.5005e-03	NO
MMAR_0190	mmp_190	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0190	Background_Genome	-0.3384	1.8538e-03	5.6460e-03	NO
MMAR_0614	mmp_614	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0614	Background_Genome	0.2521	1.8501e-03	5.6460e-03	NO
MMAR_0651	mmp_651	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0651	Background_Genome	-0.2559	1.8485e-03	5.6460e-03	NO
MMAR_0855	mmp_855	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0855	Background_Genome	-0.3429	1.8466e-03	5.6460e-03	NO
MMAR_0788	mmp_788	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0788	Background_Genome	-0.2502	1.8621e-03	5.6571e-03	NO
MMAR_1141	mmp_1141	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1141	Background_Genome	-0.1130	1.8695e-03	5.6653e-03	NO
MMAR_0867	mmp_867	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0867	Background_Genome	0.3591	1.8995e-03	5.7415e-03	NO
MMAR_0982	mmp_982	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0982	Background_Genome	0.2981	1.9344e-03	5.8324e-03	NO
MMAR_0946	mmp_946	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0946	Background_Genome	0.1486	1.9760e-03	5.9281e-03	NO
MMAR_1149	mmp_1149	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1149	Background_Genome	-0.3672	1.9738e-03	5.9281e-03	NO
MMAR_1053	mmp_1053	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1053	Background_Genome	0.4675	2.1260e-03	6.3620e-03	NO
MMAR_0290	mmp_290	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0290	Background_Genome	0.3113	2.2186e-03	6.6063e-03	NO
MMAR_0556	mmp_556	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0556	Background_Genome	-0.2974	2.2142e-03	6.6063e-03	NO
MMAR_0287	mmp_287	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0287	Background_Genome	0.2533	2.2518e-03	6.6886e-03	NO
MMAR_0320	mmp_320	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0320	Background_Genome	-0.2087	2.2765e-03	6.7452e-03	NO
MMAR_0859	mmp_859	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0859	Background_Genome	-0.2904	2.3366e-03	6.9061e-03	NO
MMAR_0718	mmp_718	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0718	Background_Genome	0.2932	2.3544e-03	6.9416e-03	NO
MMAR_0197	mmp_197	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0197	Background_Genome	0.4610	2.4476e-03	7.1988e-03	NO
MMAR_0276	mmp_276	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0276	Background_Genome	-0.2073	2.4777e-03	7.2697e-03	NO
MMAR_1067	mmp_1067	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1067	Background_Genome	-0.2434	2.4901e-03	7.2880e-03	NO
MMAR_1089	mmp_1089	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1089	Background_Genome	-0.4508	2.5761e-03	7.5214e-03	NO
MMAR_1019	mmp_1019	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1019	Background_Genome	-0.1825	2.6690e-03	7.7736e-03	NO
MMAR_0283	mmp_283	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0283	Background_Genome	-0.3837	2.6762e-03	7.7759e-03	NO
MMAR_0254	mmp_254	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0254	Background_Genome	-0.4173	2.7584e-03	7.9953e-03	NO
MMAR_0460	mmp_460	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0460	Background_Genome	0.2408	2.9088e-03	8.4110e-03	NO
MMAR_0808	mmp_808	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0808	Background_Genome	-0.2121	2.9382e-03	8.4754e-03	NO
MMAR_0102	mmp_102	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0102	Background_Genome	0.3023	2.9667e-03	8.5371e-03	NO
MMAR_0130	mmp_130	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0130	Background_Genome	-0.2934	3.0253e-03	8.6644e-03	NO
MMAR_0348	mmp_348	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0348	Background_Genome	-0.4455	3.0219e-03	8.6644e-03	NO
MMAR_0150	mmp_150	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0150	Background_Genome	0.2068	3.2394e-03	9.2554e-03	NO
MMAR_0952	mmp_952	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0952	Background_Genome	0.1355	3.2542e-03	9.2756e-03	NO
MMAR_0451	mmp_451	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0451	Background_Genome	-0.2901	3.3180e-03	9.4128e-03	NO
MMAR_0467	mmp_467	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0467	Background_Genome	-0.1921	3.3178e-03	9.4128e-03	NO
MMAR_0134	mmp_134	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0134	Background_Genome	0.2565	3.4224e-03	9.6634e-03	NO
MMAR_0706	mmp_706	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0706	Background_Genome	0.3043	3.4209e-03	9.6634e-03	NO
MMAR_0206	mmp_206	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0206	Background_Genome	0.2222	3.5444e-03	9.9709e-03	NO
MMAR_0480	mmp_480	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0480	Background_Genome	0.2115	3.5480e-03	9.9709e-03	NO
MMAR_0369	mmp_369	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0369	Background_Genome	-0.1970	3.6191e-03	1.0147e-02	NO
MMAR_0795	mmp_795	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0795	Background_Genome	-0.3971	3.8984e-03	1.0905e-02	NO
MMAR_0949	mmp_949	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0949	Background_Genome	-0.2112	3.9658e-03	1.1067e-02	NO
MMAR_0531	mmp_531	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0531	Background_Genome	-0.2144	3.9850e-03	1.1095e-02	NO
MMAR_0235	mmp_235	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0235	Background_Genome	0.2035	4.0224e-03	1.1173e-02	NO
MMAR_1416	narG	Nitrate reductase alpha subunit NarG	DosR_Stress	0.2550	4.0534e-03	1.1234e-02	NO
MMAR_1078	mmp_1078	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1078	Background_Genome	0.2345	4.0682e-03	1.1249e-02	NO
MMAR_0344	mmp_344	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0344	Background_Genome	0.3030	4.1313e-03	1.1397e-02	NO
MMAR_0333	mmp_333	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0333	Background_Genome	-0.3202	4.1483e-03	1.1417e-02	NO
MMAR_1081	mmp_1081	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1081	Background_Genome	0.3211	4.2977e-03	1.1802e-02	NO
MMAR_0843	mmp_843	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0843	Background_Genome	-0.1427	4.3114e-03	1.1812e-02	NO
MMAR_0871	mmp_871	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0871	Background_Genome	0.2716	4.6264e-03	1.2646e-02	NO
MMAR_1197	mmp_1197	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1197	Background_Genome	-0.3362	4.6542e-03	1.2693e-02	NO
MMAR_0590	mmp_590	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0590	Background_Genome	0.4327	4.6855e-03	1.2750e-02	NO
MMAR_1144	mmp_1144	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1144	Background_Genome	0.1410	4.7793e-03	1.2975e-02	NO
MMAR_0853	mmp_853	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0853	Background_Genome	0.3475	4.9943e-03	1.3529e-02	NO
MMAR_0415	mmp_415	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0415	Background_Genome	0.4190	5.0305e-03	1.3596e-02	NO
MMAR_0827	mmp_827	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0827	Background_Genome	-0.3148	5.0631e-03	1.3653e-02	NO
MMAR_0659	mmp_659	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0659	Background_Genome	0.1908	5.2189e-03	1.4042e-02	NO
MMAR_0693	mmp_693	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0693	Background_Genome	0.2458	5.3109e-03	1.4258e-02	NO
MMAR_0964	mmp_964	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0964	Background_Genome	-0.2905	5.4041e-03	1.4475e-02	NO
MMAR_0365	mmp_365	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0365	Background_Genome	-0.1843	5.4364e-03	1.4529e-02	NO
MMAR_0447	mmp_447	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0447	Background_Genome	0.3154	5.5430e-03	1.4781e-02	NO
MMAR_0605	mmp_605	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0605	Background_Genome	-0.1832	5.5646e-03	1.4806e-02	NO
MMAR_0159	mmp_159	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0159	Background_Genome	-0.3078	5.7531e-03	1.5274e-02	NO
MMAR_0196	mmp_196	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0196	Background_Genome	-0.1673	5.7941e-03	1.5277e-02	NO
MMAR_0950	mmp_950	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0950	Background_Genome	-0.2987	5.8053e-03	1.5277e-02	NO
MMAR_1060	mmp_1060	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1060	Background_Genome	-0.2019	5.8047e-03	1.5277e-02	NO
MMAR_1160	mmp_1160	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1160	Background_Genome	0.3083	5.7691e-03	1.5277e-02	NO
MMAR_0819	mmp_819	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0819	Background_Genome	-0.2219	5.8567e-03	1.5379e-02	NO
MMAR_0861	mmp_861	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0861	Background_Genome	-0.2042	5.9047e-03	1.5471e-02	NO
MMAR_0129	mmp_129	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0129	Background_Genome	0.3554	5.9390e-03	1.5527e-02	NO
MMAR_0284	mmp_284	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0284	Background_Genome	-0.1588	5.9569e-03	1.5540e-02	NO
MMAR_1107	mmp_1107	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1107	Background_Genome	-0.3346	6.1252e-03	1.5944e-02	NO
MMAR_0562	mmp_562	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0562	Background_Genome	0.2090	6.1678e-03	1.6020e-02	NO
MMAR_0420	mmp_420	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0420	Background_Genome	0.3327	6.3522e-03	1.6463e-02	NO
MMAR_2352	nuoD	NADH-quinone oxidoreductase subunit D	Downregulated_Metabolism	-0.1589	6.4776e-03	1.6752e-02	NO
MMAR_0509	mmp_509	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0509	Background_Genome	-0.3298	6.6004e-03	1.7033e-02	NO
MMAR_0318	mmp_318	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0318	Background_Genome	-0.3804	6.6816e-03	1.7206e-02	NO
MMAR_0266	mmp_266	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0266	Background_Genome	-0.1457	6.7303e-03	1.7294e-02	NO
MMAR_0343	mmp_343	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0343	Background_Genome	-0.5316	6.8640e-03	1.7600e-02	NO
MMAR_0164	mmp_164	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0164	Background_Genome	0.1307	6.8869e-03	1.7621e-02	NO
MMAR_0326	mmp_326	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0326	Background_Genome	0.2970	6.9454e-03	1.7733e-02	NO
MMAR_0344	fbpC	Antigen 85C mycolyltransferase FbpC	Cell_Wall_Lipids	-0.2053	7.1071e-03	1.8107e-02	NO
MMAR_0617	mmp_617	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0617	Background_Genome	0.4240	7.1810e-03	1.8257e-02	NO
MMAR_0772	mmp_772	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0772	Background_Genome	-0.3598	7.5347e-03	1.9116e-02	NO
MMAR_0458	mmp_458	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0458	Background_Genome	0.1493	7.6423e-03	1.9266e-02	NO
MMAR_0573	mmp_573	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0573	Background_Genome	-0.1967	7.6344e-03	1.9266e-02	NO
MMAR_0870	mmp_870	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0870	Background_Genome	0.1794	7.6226e-03	1.9266e-02	NO
MMAR_0182	mmp_182	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0182	Background_Genome	-0.2368	7.6983e-03	1.9367e-02	NO
MMAR_0428	mmp_428	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0428	Background_Genome	0.3595	7.8521e-03	1.9712e-02	NO
MMAR_1012	mmp_1012	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1012	Background_Genome	-0.2587	8.1917e-03	2.0522e-02	NO
MMAR_0988	mmp_988	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0988	Background_Genome	-0.2187	8.2244e-03	2.0561e-02	NO
MMAR_0963	mmp_963	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0963	Background_Genome	0.2859	8.2894e-03	2.0680e-02	NO
MMAR_0769	mmp_769	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0769	Background_Genome	-0.1220	8.7542e-03	2.1795e-02	NO
MMAR_1068	mmp_1068	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1068	Background_Genome	0.2263	8.8523e-03	2.1993e-02	NO
MMAR_0082	mmp_82	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0082	Background_Genome	-0.3749	8.9930e-03	2.2297e-02	NO
MMAR_0424	mmp_424	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0424	Background_Genome	-0.3015	9.0304e-03	2.2343e-02	NO
MMAR_0598	mmp_598	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0598	Background_Genome	0.2477	9.6795e-03	2.3900e-02	NO
MMAR_0601	mmp_601	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0601	Background_Genome	0.2565	9.8351e-03	2.4234e-02	NO
MMAR_0513	mmp_513	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0513	Background_Genome	-0.2063	1.0046e-02	2.4702e-02	NO
MMAR_0385	mmp_385	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0385	Background_Genome	0.1618	1.0453e-02	2.5651e-02	NO
MMAR_1006	mmp_1006	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1006	Background_Genome	0.2472	1.0544e-02	2.5823e-02	NO
MMAR_0223	mmp_223	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0223	Background_Genome	-0.2271	1.0874e-02	2.6523e-02	NO
MMAR_0901	mmp_901	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0901	Background_Genome	0.3193	1.0868e-02	2.6523e-02	NO
MMAR_1025	mmp_1025	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1025	Background_Genome	0.3149	1.1002e-02	2.6779e-02	NO
MMAR_1071	mmp_1071	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1071	Background_Genome	0.1473	1.1165e-02	2.7066e-02	NO
MMAR_1150	mmp_1150	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1150	Background_Genome	0.1731	1.1162e-02	2.7066e-02	NO
MMAR_0181	mmp_181	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0181	Background_Genome	0.2231	1.1473e-02	2.7758e-02	NO
MMAR_1131	mmp_1131	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1131	Background_Genome	-0.1671	1.2019e-02	2.9021e-02	NO
MMAR_0158	mmp_158	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0158	Background_Genome	0.0805	1.2081e-02	2.9110e-02	NO
MMAR_0876	mmp_876	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0876	Background_Genome	0.2495	1.2113e-02	2.9130e-02	NO
MMAR_0642	mmp_642	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0642	Background_Genome	0.1688	1.2139e-02	2.9134e-02	NO
MMAR_0583	mmp_583	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0583	Background_Genome	-0.2621	1.2194e-02	2.9208e-02	NO
MMAR_0131	mmp_131	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0131	Background_Genome	0.3194	1.2294e-02	2.9389e-02	NO
MMAR_0611	mmp_611	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0611	Background_Genome	0.2004	1.2508e-02	2.9840e-02	NO
MMAR_0844	mmp_844	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0844	Background_Genome	-0.1797	1.2565e-02	2.9916e-02	NO
MMAR_0230	mmp_230	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0230	Background_Genome	0.1860	1.2606e-02	2.9954e-02	NO
MMAR_2028	fdxA	Ferredoxin FdxA (anaerobic electron transfer)	DosR_Stress	0.1626	1.2776e-02	3.0300e-02	NO
MMAR_0300	mmp_300	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0300	Background_Genome	-0.2615	1.3812e-02	3.2691e-02	NO
MMAR_0723	mmp_723	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0723	Background_Genome	-0.3031	1.4006e-02	3.3084e-02	NO
MMAR_0911	atpB	ATP synthase F1 beta subunit	Downregulated_Metabolism	-0.1888	1.4130e-02	3.3312e-02	NO
MMAR_0662	mmp_662	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0662	Background_Genome	-0.4080	1.4256e-02	3.3544e-02	NO
MMAR_3978	trxB2	Thioredoxin reductase TrxB2	Oxidative_Stress	0.2205	1.4812e-02	3.4785e-02	NO
MMAR_0780	mmp_780	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0780	Background_Genome	0.2820	1.4935e-02	3.5005e-02	NO
MMAR_0924	mmp_924	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0924	Background_Genome	0.3618	1.5305e-02	3.5800e-02	NO
MMAR_1184	mmp_1184	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1184	Background_Genome	-0.2795	1.5389e-02	3.5928e-02	NO
MMAR_0549	mmp_549	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0549	Background_Genome	0.1523	1.5601e-02	3.6352e-02	NO
MMAR_0189	mmp_189	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0189	Background_Genome	0.2536	1.5647e-02	3.6388e-02	NO
MMAR_0107	mmp_107	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0107	Background_Genome	-0.2119	1.5875e-02	3.6847e-02	NO
MMAR_0227	mmp_227	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0227	Background_Genome	-0.2386	1.6000e-02	3.7065e-02	NO
MMAR_0103	mmp_103	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0103	Background_Genome	0.1648	1.6917e-02	3.9114e-02	NO
MMAR_5446	eccC1	ESX-1 core ATPase EccC1	ESX_Secretion	-0.2215	1.7174e-02	3.9632e-02	NO
MMAR_0339	mmp_339	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0339	Background_Genome	0.2016	1.7380e-02	4.0009e-02	NO
MMAR_0794	mmp_794	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0794	Background_Genome	0.2465	1.7404e-02	4.0009e-02	NO
MMAR_0999	mmp_999	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0999	Background_Genome	-0.2702	1.7590e-02	4.0360e-02	NO
MMAR_0591	mmp_591	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0591	Background_Genome	-0.2059	1.7955e-02	4.1118e-02	NO
MMAR_0116	mmp_116	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0116	Background_Genome	0.2129	1.7991e-02	4.1122e-02	NO
MMAR_0840	mmp_840	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0840	Background_Genome	0.2733	1.8042e-02	4.1159e-02	NO
MMAR_0640	mmp_640	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0640	Background_Genome	-0.2677	1.8240e-02	4.1533e-02	NO
MMAR_0922	mmp_922	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0922	Background_Genome	-0.2864	1.8501e-02	4.2049e-02	NO
MMAR_1187	mmp_1187	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1187	Background_Genome	-0.2601	1.8546e-02	4.2070e-02	NO
MMAR_0174	mmp_174	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0174	Background_Genome	-0.2623	1.8988e-02	4.2986e-02	NO
MMAR_1111	mmp_1111	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1111	Background_Genome	0.3091	1.9021e-02	4.2986e-02	NO
MMAR_0501	mmp_501	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0501	Background_Genome	-0.2248	1.9404e-02	4.3769e-02	NO
MMAR_0746	mmp_746	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0746	Background_Genome	0.2988	1.9592e-02	4.4109e-02	NO
MMAR_0214	mmp_214	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0214	Background_Genome	-0.4019	2.0171e-02	4.5328e-02	NO
MMAR_0327	mmp_327	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0327	Background_Genome	0.3665	2.0271e-02	4.5467e-02	NO
MMAR_0280	mmp_280	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0280	Background_Genome	-0.1646	2.0877e-02	4.6740e-02	NO
MMAR_0185	mmp_185	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0185	Background_Genome	-0.3460	2.0962e-02	4.6842e-02	NO
MMAR_1007	mmp_1007	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1007	Background_Genome	-0.2368	2.1331e-02	4.7579e-02	NO
MMAR_0117	mmp_117	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0117	Background_Genome	-0.2601	2.1537e-02	4.7949e-02	NO
MMAR_0665	mmp_665	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0665	Background_Genome	0.1799	2.2972e-02	5.1048e-02	NO
